Time: 2026-06-25 20:21:19
Log Dir: logs/2026-06-25_20-21-19/GeFL_DDPM_baseline_total
================================================================================

==============================        Args        ==============================
  exp_timestamp: None
  exp_conf: ./configs/het-iid-exp.yaml
  device: cuda:1
  seed: 15698
  algorithm: GeFL_DDPM_baseline_total
  num_new_clients: 1
  num_train_mnist: 10
  num_train_emnist: 10
  num_train_fashionmnist: 0
  num_train_cifar10: 10
  num_train_cifar100: 0
  num_train_usps: 0
  label_mapping: class_name
================================================================================
==============================    Exp Configs     ==============================
exp_name: model-heterogeneity
heterogeneous: true
dirichlet_alpha: 100
global_rounds: 50
local_epochs: 1
local_loss_fn: CrossEntropyLoss
local_optim: Adam
local_lr: 0.001
batch_size: 64
sample_frac: 1.0
test_interval: 1
metric_type: accuracy
global_feature_dim: 256
optim: Adam
optim_lr: 0.001
global_gen_epochs: 10
gen_noise_dim: 128
gen_optim: Adam
gen_optim_lr: 0.001
n_feat: 32
ddpm_guide_w: 1.0
global_feat_gen_epochs: 10
feat_gen_noise_dim: 128
feat_gen_optim: Adam
feat_gen_optim_lr: 0.001
feat_gen_div_beta: 1.0
public_data_ratio: 0.05
start_mapping_epoch: 10
gen_observer_weight: 0.0
index_matching: ddpm
aggregate_method: dataset_name
use_new_entropy_method: false
entropy_ratio: 0.75
cs_threshold: 0.9
global_model_epochs: 5
global_model_optim: Adam
global_model_optim_lr: 0.001
global_samples_per_class: 64

================================================================================

==================================================
Start 50 rounds training by GeFL_DDPM_baseline_total
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 1 ---
Client 0 (MNIST) | Target Loss: 1.0013 | DDPM Loss: 0.1966
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0385
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0365
Epoch 0 Loss: 0.6109
Epoch 1 Loss: 0.4462
Epoch 2 Loss: 0.3877
Epoch 3 Loss: 0.3411
Epoch 4 Loss: 0.2779
[Server] Global Inference Model Acc (MNIST) (Round 17): 88.75% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 17): 63.99% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 17): 30.78% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 17): 63.37% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 18 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0112
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0109
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0115
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0110
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0109
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0108
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0108
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0107
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0112
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0109
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0370
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0380
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0375
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0374
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0377
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0374
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0375
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0370
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0377
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0375
Epoch 0 Loss: 0.6008
Epoch 1 Loss: 0.4232
Epoch 2 Loss: 0.3451
Epoch 3 Loss: 0.2933
Epoch 4 Loss: 0.2365
[Server] Global Inference Model Acc (MNIST) (Round 18): 85.43% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 18): 57.01% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 18): 30.31% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 18): 57.13% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 19 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0108
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0109
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0107
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0112
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0109
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0105
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0110
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0109
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0119
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0111
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0370
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0390
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0374
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0369
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0366
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0370
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0368
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0373
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0381
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0364
Epoch 0 Loss: 0.5727
Epoch 1 Loss: 0.4049
Epoch 2 Loss: 0.3341
Epoch 3 Loss: 0.2681
Epoch 4 Loss: 0.2231
[Server] Global Inference Model Acc (MNIST) (Round 19): 92.34% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 19): 66.33% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 19): 31.35% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 19): 65.67% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 20 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0109
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0102
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0106
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0106
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0105
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0105
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0110
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0111
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0108
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0108
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0375
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0384
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0376
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0372
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0377
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0364
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0383
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0377
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0379
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0371
Epoch 0 Loss: 0.5548
Epoch 1 Loss: 0.3773
Epoch 2 Loss: 0.3028
Epoch 3 Loss: 0.2372
Epoch 4 Loss: 0.1934
[Server] Global Inference Model Acc (MNIST) (Round 20): 91.58% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 20): 65.69% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 20): 33.52% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 20): 65.23% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 21 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0105
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0105
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0106
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0106
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0110
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0104
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0104
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0104
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0107
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0105
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0372
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0368
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0374
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0366
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0369
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0366
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0382
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0376
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0373
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0373
Epoch 0 Loss: 0.6015
Epoch 1 Loss: 0.3948
Epoch 2 Loss: 0.3323
Epoch 3 Loss: 0.2644
Epoch 4 Loss: 0.2191
[Server] Global Inference Model Acc (MNIST) (Round 21): 90.82% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 21): 65.23% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 21): 32.00% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 21): 64.67% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 22 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0105
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0103
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0110
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0105
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0108
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0106
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0105
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0105
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0125
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0105
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0374
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0377
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0369
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0363
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0362
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0365
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0367
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0372
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0376
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0372
Epoch 0 Loss: 0.5715
Epoch 1 Loss: 0.3885
Epoch 2 Loss: 0.2915
Epoch 3 Loss: 0.2335
Epoch 4 Loss: 0.1866
[Server] Global Inference Model Acc (MNIST) (Round 22): 90.46% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 22): 63.83% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 22): 33.38% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 22): 63.55% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 23 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0106
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0105
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0106
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0103
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0104
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0102
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0103
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0103
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0106
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0103
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0369
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0364
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0374
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0363
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0373
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0369
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0362
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0377
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0372
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0369
Epoch 0 Loss: 0.5486
Epoch 1 Loss: 0.3405
Epoch 2 Loss: 0.2754
Epoch 3 Loss: 0.2184
Epoch 4 Loss: 0.1721
[Server] Global Inference Model Acc (MNIST) (Round 23): 90.85% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 23): 68.49% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 23): 35.97% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 23): 67.74% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 24 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0105
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0104
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0102
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0104
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0102
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0134
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0102
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0103
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0112
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0103
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0367
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0371
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0373
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0373
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0365
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0361
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0362
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0364
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0361
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0364
Epoch 0 Loss: 0.5658
Epoch 1 Loss: 0.3553
Epoch 2 Loss: 0.2695
Epoch 3 Loss: 0.2139
Epoch 4 Loss: 0.1628
[Server] Global Inference Model Acc (MNIST) (Round 24): 92.60% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 24): 67.85% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 24): 36.52% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 24): 67.36% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 25 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0102
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0098
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0101
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0103
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0104
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0100
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0100
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0101
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0103
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0105
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0079
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0365
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0367
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0375
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0368
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0363
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0363
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0369
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0372
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0376
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0366
Epoch 0 Loss: 0.5506
Epoch 1 Loss: 0.3536
Epoch 2 Loss: 0.2668
Epoch 3 Loss: 0.2032
Epoch 4 Loss: 0.1519
[Server] Global Inference Model Acc (MNIST) (Round 25): 91.62% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 25): 68.38% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 25): 37.63% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 25): 67.82% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 26 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0099
